"subj_code","condition","desktop_conf","attent_conf","intro_check","structure","first_object","learn_check_red","learn_check_yellow","red_caused_rating","yellow_caused_rating","red_maintained_rating","yellow_maintained_rating","timing_check","recorded_at","age","gender","tech_issues","timing_check_correct","learning_check_correct"
"peo7PUvS2271",3,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","red","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",10,1,9,9,"The red ram moved first.","2023-10-30 11:47:27",36,"1: male","I did not notice any errors or technical issues.","correct","correct"
"qA1jjaHhmGb3",3,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","red","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",10,0,10,10,"The red ram moved first.","2023-10-30 11:47:24",43,"1: male",NA,"correct","correct"
"QjB76fg1be0O",3,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","red","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",10,0,10,10,"The red ram moved first.","2023-10-30 11:10:06",52,"2: female",NA,"correct","correct"
"TcVdVGuqi11y",3,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","red","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",9,0,9,9,"The red ram moved first.","2023-10-30 11:16:07",46,"2: female","None","correct","correct"
"u53ncef5BiYt",3,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","red","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",10,0,10,10,"The red ram moved first.","2023-10-30 11:10:34",44,"2: female","No technical errors or issues at all.","correct","correct"
"wkB1osuAn8sR",3,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","red","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",10,1,10,10,"The red ram moved first.","2023-10-30 11:10:39",30,"1: male",NA,"correct","correct"
"Wmq3vD15V2r8",3,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","red","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",10,1,6,6,"The red ram moved first.","2023-10-30 11:10:18",48,"1: male","no errors","correct","correct"
"WTynZKT8i9Nn",3,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","red","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",10,0,0,10,"The red ram moved first.","2023-10-30 12:10:16",33,"1: male",NA,"correct","correct"
"42vYLeSnmOnV",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,10,10,"The yellow ram moved first.","2023-10-30 11:47:30",31,"2: female",NA,"correct","correct"
"6zA16opkmc7M",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",1,10,5,10,"The yellow ram moved first.","2023-10-30 11:15:01",26,"1: male",NA,"correct","correct"
"8kA82yoqGkYk",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,10,10,"The yellow ram moved first.","2023-10-30 11:11:13",33,"2: female",NA,"correct","correct"
"b5XCPdMAu7Gy",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,10,10,"The yellow ram moved first.","2023-10-30 11:47:41",50,"2: female",NA,"correct","correct"
"bNuNdYBlB5lq",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,10,10,"The yellow ram moved first.","2023-10-30 11:47:26",26,"2: female","No errors","correct","correct"
"d2F7QziOni4t",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,10,10,"The yellow ram moved first.","2023-10-30 11:47:27",47,"2: female",NA,"correct","correct"
"DtFcrcpHcEDj",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",3,10,8,5,"The yellow ram moved first.","2023-10-30 11:11:01",38,"2: female",NA,"correct","correct"
"DZjHDXYjPYdo",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,8,9,6,"The yellow ram moved first.","2023-10-30 11:09:48",50,"2: female",NA,"correct","correct"
"GM4vlB0oa2A4",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",1,10,0,9,"The yellow ram moved first.","2023-10-30 11:10:21",61,"2: female","No errors, all good","correct","correct"
"Gz36MBRyRQBf",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",10,10,10,10,"The yellow ram moved first.","2023-10-30 11:10:05",59,"1: male","no errors","correct","correct"
"i3Kuem0W8uTX",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,0,8,"The yellow ram moved first.","2023-10-30 11:09:55",31,"2: female","none","correct","correct"
"J67h9gNMzeTh",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",1,9,10,0,"The yellow ram moved first.","2023-10-30 11:10:28",23,"2: female","No errors occurred during the study.","correct","correct"
"JuiaD2pcpGh8",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",10,10,0,8,"The yellow ram moved first.","2023-10-30 11:16:04",25,"1: male",NA,"correct","correct"
"L2UCUL12eSGK",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",1,10,8,9,"The yellow ram moved first.","2023-10-30 11:15:53",52,"1: male","None","correct","correct"
"m54gbT8BZdzj",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,7,4,"The yellow ram moved first.","2023-10-30 11:47:20",29,"1: male",NA,"correct","correct"
"O1fHjL6IAidO",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",3,10,9,9,"The yellow ram moved first.","2023-10-30 11:10:33",60,"1: male","No errors","correct","correct"
"PtL1kCjdPG99",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",10,10,10,6,"The yellow ram moved first.","2023-10-30 11:10:21",42,"2: female",NA,"correct","correct"
"s6vZBe2ZTNEX",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",2,10,10,10,"The yellow ram moved first.","2023-10-30 11:10:41",21,"1: male",NA,"correct","correct"
"TjaFTU1YPHbq",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,10,10,"The yellow ram moved first.","2023-10-30 11:16:17",40,"1: male",NA,"correct","correct"
"tnXdjlPds1dL",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,10,0,"The yellow ram moved first.","2023-10-30 11:10:07",20,"2: female",NA,"correct","correct"
"TxWtTXCYDfAG",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,10,9,"The yellow ram moved first.","2023-10-30 11:10:48",54,"2: female","All good, Thank you.","correct","correct"
"uaXljuKHJfbh",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,10,0,"The yellow ram moved first.","2023-10-30 11:10:12",59,"2: female",NA,"correct","correct"
"wn6UPc7rhVE6",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,4,10,"The yellow ram moved first.","2023-10-30 11:47:10",25,"1: male",NA,"correct","correct"
"wsG3w6Elrfuv",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,0,10,"The yellow ram moved first.","2023-10-30 11:10:27",53,"1: male",NA,"correct","correct"
"wt0dpCT38ar5",4,"1: I confirm","1: I will take it seriously","2: A green ball lies on a brown wooden board. Then a yellow ball falls down onto the wooden board. The green ball then shoots into the air.","reversible","yellow","2: When the red ram returned to its initial position, the wooden block also went back (left the blue area again).","2: When the yellow ram returned to its initial position, the wooden block also went back (left the blue area again).",0,10,2,8,"The yellow ram moved first.","2023-10-30 11:10:25",56,"2: female","none","correct","correct"
